filename;repository_url;nbre_loc;lines;tests
src/org/netpreserve/jwarc/WarcReader.java;https://github.com/iipc/jwarc.git;269;;'org.netpreserve.jwarc.apitests.WarcConversionTest', 'org.netpreserve.jwarc.apitests.WarcRevisitTest', 'org.netpreserve.jwarc.apitests.ArcTest', 'org.netpreserve.jwarc.apitests.WarcContinuationTest', 'org.netpreserve.jwarc.apitests.WarcinfoTest', 'org.netpreserve.jwarc.apitests.WarcReaderTest', 'org.netpreserve.jwarc.apitests.WarcRequestTest', 'org.netpreserve.jwarc.apitests.WarcWriterTest', 'org.netpreserve.jwarc.cdx.CdxWriterTest', 'org.netpreserve.jwarc.apitests.WarcMetadataTest', 'org.netpreserve.jwarc.apitests.WarcResponseTest'
