filename;repository_url;nbre_loc;lines;tests
src/main/java/org/assertj/vavr/api/AbstractTryAssert.java;https://github.com/assertj/assertj-vavr.git;113;;'org.assertj.vavr.api.TryAssert_containsInstanceOf_Test', 'org.assertj.vavr.api.TryAssert_failBecauseOf_Test', 'org.assertj.vavr.api.TryAssert_failReasonHasMessage_Test', 'org.assertj.vavr.api.TryAssert_isFailure_Test', 'org.assertj.vavr.api.soft.AutoCloseableSoftVavrAssertionsTest', 'org.assertj.vavr.api.TryAssert_contains_Test', 'org.assertj.vavr.api.TryAssert_isSuccess_Test', 'org.assertj.vavr.api.TryAssert_hasValueSatisfying_Condition_Test', 'org.assertj.vavr.api.VavrInstanceOfAssertFactoriesTest', 'org.assertj.vavr.api.TryAssert_hasValueSatisfying_Test', 'org.assertj.vavr.api.Try_assertion_methods_in_assumptions_Test', 'org.assertj.vavr.api.TryAssert_contains_usingFieldByFieldValueComparator_Test', 'org.assertj.vavr.api.TryAssert_containsSame_Test', 'org.assertj.vavr.api.TryAssert_contains_usingValueComparator_Test', 'org.assertj.vavr.api.soft.SoftVavrAssertionsTest'
