filename;repository_url;nbre_loc;lines;tests
src/main/java/io/github/vmzakharov/ecdataframe/dataframe/aggregation/Avg.java;https://github.com/vmzakharov/dataframe-ec.git;212;;'io.github.vmzakharov.ecdataframe.dataframe.DataFrameAggregationNullsArePoisonousTest', 'io.github.vmzakharov.ecdataframe.dataframe.DataFrameAggregationWithGroupByTest', 'io.github.vmzakharov.ecdataframe.dataframe.DataFrameAggregationNoGroupingTest', 'io.github.vmzakharov.ecdataframe.dataframe.DataFramePivotTest', 'io.github.vmzakharov.ecdataframe.dataframe.DataFrameAggregationTest', 'io.github.vmzakharov.ecdataframe.dataframe.DataFrameWithDecimalColumnTest'
