filename;repository_url;nbre_loc;lines;tests
src/main/java/ch/jalu/configme/properties/LowercaseStringSetProperty.java;https://github.com/AuthMe/ConfigMe.git;23;;'ch.jalu.configme.SettingsManagerBuilderTest', 'ch.jalu.configme.configurationdata.ConfigurationDataBuilderTest', 'ch.jalu.configme.migration.PlainMigrationServiceTest', 'ch.jalu.configme.properties.PropertyInitializerTest', 'ch.jalu.configme.resource.YamlFileResourceTest', 'ch.jalu.configme.SettingsManagerImplTest', 'ch.jalu.configme.utils.MigrationUtilsTest', 'ch.jalu.configme.properties.LowercaseStringSetPropertyTest', 'ch.jalu.configme.resource.YamlFileReaderTest'
