filename;repo_url;pid;fid;rev_id;lines;tests
src/main/java/com/force/i18n/grammar/GrammaticalTermMap.java;https://github.com/salesforce/grammaticus.git;salesforce_grammaticus;salesforce_grammaticus_15;d6d4d50ea1ec1e840b131b2f6c9f3417e55925cd;;com.force.i18n.grammar.GrammaticalLocalizerTest,com.force.i18n.grammar.parser.GrammaticalLabelSerializationTest,com.force.i18n.grammar.parser.GrammaticalLabelLSetLoaderOverrideTest,com.force.i18n.grammar.parser.ClassifierLabelTest,com.force.i18n.grammar.impl.LanguageDictionarySerializationTest,com.force.i18n.grammar.parser.GrammaticalLabelFileParserTest,com.force.i18n.grammar.parser.GrammaticalLabelRenamingTest,com.force.i18n.grammar.parser.GrammaticusLabelPerformanceTest,com.force.i18n.grammar.parser.NounVersioningTest,com.force.i18n.grammar.parser.ChoiceLabelTest,com.force.i18n.grammar.parser.AutoDerivingDeclensionTest,com.force.i18n.grammar.offline.JavaScriptLabelsGeneratorTest,com.force.i18n.grammar.offline.JsonSerializationTest,com.force.i18n.LabelDebugTest,com.force.i18n.grammar.offline.OfflineProcessingTest,com.force.i18n.grammar.parser.GrammaticalLabelFileTest,com.force.i18n.grammar.parser.LanguageDictionaryParserTest,com.force.i18n.grammar.parser.GrammaticalLabelTest
