filename;repository_url;nbre_loc;lines;tests
src/main/java/com/jitterted/mobreg/domain/CountdownTimer.java;https://github.com/jitterted/ensembler.git;82;;'com.jitterted.mobreg.domain.CountdownTimerTest', 'com.jitterted.mobreg.adapter.in.web.member.EnsembleTimerControllerMvcTest', 'com.jitterted.mobreg.adapter.in.web.admin.EnsembleTimerLifecycleControllerTest', 'com.jitterted.mobreg.adapter.in.web.admin.EnsembleTimerLifecycleControllerMvcTest', 'com.jitterted.mobreg.adapter.in.web.admin.EnsembleTimerHolderTest', 'com.jitterted.mobreg.adapter.in.web.admin.ParticipantsTransformerTest', 'com.jitterted.mobreg.adapter.in.web.member.EnsembleTimerControllerTest', 'com.jitterted.mobreg.adapter.out.websocket.TimerToHtmlTransformerTest', 'com.jitterted.mobreg.domain.EnsembleTimerTest'
