filename;repository_url;nbre_loc;lines;tests
src/main/software/amazon/event/ruler/ACFinder.java;https://github.com/aws/event-ruler.git;118;;'software.amazon.event.ruler.ACMachineTest', 'software.amazon.event.ruler.GenericMachineTest', 'software.amazon.event.ruler.RulerTest', 'software.amazon.event.ruler.CIDRTest', 'software.amazon.event.ruler.JsonRuleCompilerTest', 'software.amazon.event.ruler.EventTest', 'software.amazon.event.ruler.BigEventTest', 'software.amazon.event.ruler.RuleCompilerTest', 'software.amazon.event.ruler.ComparableNumberTest', 'software.amazon.event.ruler.MachineTest'
