filename;git_url;pid;fid;project_name;rev_id;tests
src/main/software/amazon/event/ruler/AnythingButValuesSet.java;https://github.com/aws/event-ruler.git;aws_event_ruler;5;aws_event_ruler_5;3b90aa958abd2958cecab4336c5559a2f9dc37df;software.amazon.event.ruler.ACMachineTest,software.amazon.event.ruler.GenericMachineTest,software.amazon.event.ruler.RulerTest,software.amazon.event.ruler.JsonRuleCompilerTest,software.amazon.event.ruler.ByteMachineTest,software.amazon.event.ruler.RuleCompilerTest,software.amazon.event.ruler.MachineComplexityEvaluatorTest,software.amazon.event.ruler.MachineTest
