filename;repo_url;pid;fid;rev_id;lines;tests
src/main/java/org/semver4j/Range.java;https://github.com/semver4j/semver4j.git;semver4j_semver4j;semver4j_semver4j_4;ada3ab8090d5053dc3854e9be138c38b1cc25614;;org.semver4j.RangeTest,org.semver4j.SemverTest,org.semver4j.RangesListFactoryTest,org.semver4j.RangesExpressionTest,org.semver4j.RangesListTest
