filename;repo_url;pid;fid;rev_id;lines;tests
src/main/java/ch/jalu/configme/properties/SetProperty.java;https://github.com/AuthMe/ConfigMe.git;AuthMe_ConfigMe;AuthMe_ConfigMe_8;b90505468171b86c545a237452865d41e997f1b4;;ch.jalu.configme.SettingsManagerBuilderTest,ch.jalu.configme.configurationdata.ConfigurationDataBuilderTest,ch.jalu.configme.migration.PlainMigrationServiceTest,ch.jalu.configme.properties.PropertyInitializerTest,ch.jalu.configme.resource.YamlFileResourceTest,ch.jalu.configme.SettingsManagerImplTest,ch.jalu.configme.properties.SetPropertyTest,ch.jalu.configme.properties.builder.CollectionPropertyBuilderTest,ch.jalu.configme.utils.MigrationUtilsTest,ch.jalu.configme.properties.LowercaseStringSetPropertyTest,ch.jalu.configme.properties.StringSetPropertyTest,ch.jalu.configme.resource.YamlFileReaderTest
