filename;git_url;pid;fid;project_name;rev_id;tests
src/main/java/ch/jalu/configme/properties/types/StringType.java;https://github.com/AuthMe/ConfigMe.git;AuthMe_ConfigMe;22;AuthMe_ConfigMe_22;4b0be9fad2ca95646ca1c099e0ed2a15840b06d1;ch.jalu.configme.properties.types.CollectionPropertyTypeTest,ch.jalu.configme.SettingsManagerBuilderTest,ch.jalu.configme.properties.builder.ArrayPropertyBuilderTest,ch.jalu.configme.BeanDemoTest,ch.jalu.configme.properties.types.EnumPropertyTypeTest,ch.jalu.configme.configurationdata.ConfigurationDataBuilderTest,ch.jalu.configme.beanmapper.BeanMapOnRootLevelTest,ch.jalu.configme.beanmapper.migratingbeanmapper.BeanExtensionTest,ch.jalu.configme.beanmapper.NestedMapPropertyDemoTest,ch.jalu.configme.migration.PlainMigrationServiceTest,ch.jalu.configme.properties.BeanPropertyTest,ch.jalu.configme.properties.ArrayPropertyTest,ch.jalu.configme.properties.PropertyInitializerTest,ch.jalu.configme.resource.YamlFileResourceTopCommentTest,ch.jalu.configme.properties.StringPropertyTest,ch.jalu.configme.ConfigDemoTest,ch.jalu.configme.properties.MapPropertyTest,ch.jalu.configme.beanmapper.BeanWithCustomLeafTypeTest,ch.jalu.configme.properties.TypeBasedPropertyTest,ch.jalu.configme.properties.types.ArrayPropertyTypeTest,ch.jalu.configme.resource.YamlFileResourceTest,ch.jalu.configme.SettingsManagerImplTest,ch.jalu.configme.resource.YamlFileResourceEscapingTest,ch.jalu.configme.resource.UniqueCommentTest,ch.jalu.configme.resource.YamlFileResourceOptionalInBeanPropertyTest,ch.jalu.configme.properties.types.StringTypeTest,ch.jalu.configme.properties.builder.CollectionPropertyBuilderTest,ch.jalu.configme.beanmapper.MapperTypeInfoWithNoClassEquivTest,ch.jalu.configme.utils.SettingsHolderClassValidatorTest,ch.jalu.configme.properties.builder.MapPropertyBuilderTest,ch.jalu.configme.beanmapper.MapperImplTest,ch.jalu.configme.beanmapper.leafvaluehandler.LeafValueHandlerImplTest,ch.jalu.configme.utils.MigrationUtilsTest,ch.jalu.configme.properties.types.NumberTypeTest,ch.jalu.configme.properties.InlineArrayPropertyTest,ch.jalu.configme.resource.YamlFileResourceRootMapPropertyTest,ch.jalu.configme.beanmapper.MapperImplCommentRepetitionTest,ch.jalu.configme.resource.YamlFileResourceCommentsExportTest,ch.jalu.configme.configurationdata.ConfigurationDataImplTest,ch.jalu.configme.properties.types.SetPropertyTypeTest,ch.jalu.configme.properties.StringListPropertyTest,ch.jalu.configme.properties.types.BeanPropertyTypeTest,ch.jalu.configme.resource.YamlFileReaderPathsWithNumberTest,ch.jalu.configme.properties.types.InlineArrayPropertyTypeTest,ch.jalu.configme.properties.LowercaseStringSetPropertyTest,ch.jalu.configme.properties.StringSetPropertyTest,ch.jalu.configme.properties.OptionalPropertyTest,ch.jalu.configme.beanmapper.DefaultMapperTest,ch.jalu.configme.resource.YamlFileReaderTest,ch.jalu.configme.resource.YamlFileResourceMultilineStringTest,ch.jalu.configme.beanmapper.MapperExportValueTest,ch.jalu.configme.configurationdata.PropertyListBuilderTest,ch.jalu.configme.beanmapper.BeanWithCollectionOfBeanTypeTest
