filename;repo_url;pid;fid;rev_id;lines;tests
src/main/java/com/github/davidmoten/oas3/internal/model/Model.java;https://github.com/davidmoten/openapi-to-plantuml.git;davidmoten_openapi_to_plantuml;davidmoten_openapi_to_plantuml_4;c0a11f55616403b10fb3ff61c80bbb960a4e881c;;com.github.davidmoten.oas3.puml.ConverterBatchTest,com.github.davidmoten.oas3.puml.ConverterMainTest,com.github.davidmoten.oas3.internal.model.ModelTest,com.github.davidmoten.oas3.puml.ConverterTest,com.github.davidmoten.oas3.puml.DemoBatchTest
